,Subsample size,Energy Weight,2Jmax,Train Precision,Subsampled Energy RMSE (train precision),Subsampled Force RMSE (train precision),Training Energy RMSE (train precision),Training Force RMSE (train precision),Testing Energy RMSE (train precision),Testing Force RMSE (train precision),Subsampled Energy RMSE (6th precision),Subsampled Force RMSE (6th precision),Training Energy RMSE (6th precision),Training Force RMSE (6th precision),Testing Energy RMSE (6th precision),Testing Force RMSE (6th precision)
0,1000,5.0,6,1,0.18511818826378235,0.4228818262769224,0.1964649465799306,0.4037590877257633,0.19752970264775813,0.40468746442912107,0.47026548391323125,0.27739984349289587,0.4795994445832083,0.25417290224984723,0.479224127736255,0.2546408274097125
1,1000,5.0,6,2,0.04394489366184508,0.23336471024942587,0.04212952410814761,0.22522272518445852,0.04326864344340863,0.22547168701942713,0.052346175389103244,0.1743681314516249,0.05900419336131755,0.1641843433051262,0.05841103454842432,0.1646093936578926
2,1000,5.0,6,3,0.026193945882031958,0.187444758816243,0.022735118436004172,0.17734481475670308,0.02333508876585553,0.1778243482920087,0.024694278966489014,0.16971368781061352,0.019462851655888024,0.15945916053040182,0.019684750657564587,0.1599161394153094
3,1000,5.0,6,4,0.024833574028525672,0.1762888495704668,0.019460372691299906,0.1660985164985655,0.019931337054897146,0.16652918270098563,0.024553573601963235,0.16904208462698803,0.019545009559769122,0.1587462516714352,0.0198902574039931,0.15919648576243456
4,1000,5.0,6,5,0.024523079597854838,0.16916665902437628,0.01896356583873559,0.15886867219116257,0.019387735650156165,0.15930620085784092,0.024537286307878485,0.16890512213230266,0.019026379109189518,0.1586105744939435,0.01945184355980706,0.15906288732913046
5,1000,5.0,6,6,0.024501069334272978,0.16890345994945988,0.018967606544430318,0.15860616142929082,0.019389473666165922,0.15905854376682513,0.024501069334272978,0.16890345994945988,0.018967606544430318,0.15860616142929082,0.019389473666165922,0.15905854376682513
6,1000,10.0,6,1,0.18070699042840002,0.4235491934094838,0.19278983031453392,0.40471300849116604,0.19366445100393825,0.4056605719033272,0.47236272250336353,0.2769091879321277,0.4812294187286306,0.25433043469618893,0.48064102314447654,0.254735471358725
7,1000,10.0,6,2,0.04165261878822272,0.23350592177104812,0.04106875559711469,0.22535659440947017,0.04200734041453765,0.22562137039713745,0.05171628888616199,0.17452994317009718,0.0591002626749392,0.1643683491664929,0.05832661782446816,0.16480393514279507
8,1000,10.0,6,3,0.022742884731665823,0.18760269578256497,0.02078059726053122,0.17746196363501715,0.021004715538340966,0.17795434908086802,0.021183332794623998,0.1698997887414827,0.01771633292105303,0.15960053984871234,0.017483784037598038,0.1600726309104078
9,1000,10.0,6,4,0.0207840329502379,0.17647584349830148,0.017239149214619637,0.16620889903941188,0.01722213748710853,0.16665734307973512,0.0206165703070293,0.16922291346085905,0.017459782036036882,0.15883865527534838,0.017312217541812447,0.1593074326396883
10,1000,10.0,6,5,0.020344767298730426,0.1693638469362184,0.01665411164380633,0.15897384320320757,0.016572421404424748,0.1594300476703365,0.020335373520649385,0.16910298944682756,0.016704897390588173,0.15871601385184458,0.016625525755583025,0.15918689929476462
11,1000,10.0,6,6,0.02033498553922303,0.16910031488372768,0.016671298601349915,0.15871035029199113,0.016590236826107455,0.1591813405259764,0.02033498553922303,0.16910031488372768,0.016671298601349915,0.15871035029199113,0.016590236826107455,0.1591813405259764
12,1000,12.25,6,1,0.17965764364717005,0.4239446806844246,0.1917706296462399,0.40528600294658446,0.19262145609768547,0.40624343142807395,0.47270262928503604,0.27678907438339523,0.4813500520707316,0.2546689146449619,0.4807290985209501,0.25504611224268986
13,1000,12.25,6,2,0.04127883742292657,0.2335643110624549,0.040883149216074444,0.22541114863679204,0.041798344206703496,0.22568348416835798,0.051597418918144095,0.1745919811081412,0.05894857440877523,0.1644553496026986,0.05816220364022914,0.16489630808999595
14,1000,12.25,6,3,0.022024142203712124,0.18767812801557548,0.02034663894988152,0.177518162085119,0.02050504493397342,0.17801606304376486,0.020450007916637626,0.1699798775633369,0.017308736636996436,0.15966024552539185,0.01700896659253556,0.1601392378471421
15,1000,12.25,6,4,0.019847631927662628,0.17657068698649192,0.016683107068497197,0.1662639036865507,0.016583927762616562,0.16672011939950715,0.019684284022867676,0.16931298645563053,0.016892625098855075,0.1588837019134626,0.01666203175048371,0.15936079145708432
16,1000,12.25,6,5,0.019380017031205322,0.16946339542718672,0.016076422755943537,0.15902607371614033,0.01590641126460603,0.15949106713884778,0.01936686788255797,0.1692031826657581,0.01612295995262561,0.15876845846470083,0.015956179480762216,0.15924794225782976
17,1000,12.25,6,6,0.01937093033414077,0.1691999020616108,0.016094068033976613,0.15876212370590964,0.01592579872735625,0.15924172149241805,0.01937093033414077,0.1691999020616108,0.016094068033976613,0.15876212370590964,0.01592579872735625,0.15924172149241805
18,1000,50.0,6,1,0.1600763442960516,0.48103616460499393,0.1735253511864852,0.4672894928818928,0.1743811852054555,0.46830905865014183,0.4749259116218352,0.3478239151311719,0.4781060321364432,0.3407572588019836,0.47739011266163756,0.34060024607732725
19,1000,50.0,6,2,0.037602009534356516,0.23784982242791927,0.03832520260258992,0.22969955150570723,0.039319779691840064,0.23007095390832683,0.05086704077201268,0.1795078405516019,0.0565910034309996,0.17025716378648792,0.05587756946433648,0.17073514320183003
20,1000,50.0,6,3,0.017019274363754215,0.19063285939210414,0.016771698082688764,0.1801637901295859,0.01684221882897612,0.18068326329615395,0.01508962020764333,0.17303796178480116,0.013447931180152617,0.1624435509910529,0.01320988739359143,0.1629675235291952
21,1000,50.0,6,4,0.013496456288351175,0.17977509766625627,0.012081564488624207,0.1688123044221078,0.011988372452542388,0.16930775171131698,0.013096917915527969,0.17253397942029483,0.011866690063123377,0.16140843021198908,0.011636744838273297,0.16194084392076763
22,1000,50.0,6,5,0.012770166675478475,0.17279373377745993,0.0112130115493734,0.16164957111729814,0.011035199617894013,0.16218680274606956,0.01275433870922506,0.17254990004698972,0.011226170805144266,0.16140035874805406,0.011058227251806023,0.16194887445341777
23,1000,50.0,6,6,0.012763330100414352,0.17253110045403444,0.011221986899240255,0.16137618288017674,0.011050989546798633,0.1619242252187901,0.012763330100414352,0.17253110045403444,0.011221986899240255,0.16137618288017674,0.011050989546798633,0.1619242252187901
24,1000,150.0,6,1,0.1267559222830127,0.9149945574331435,0.14633759658165962,0.8821285918261118,0.14759875744553258,0.883994671097814,0.4822703488802756,0.8480053937648815,0.4768349703062033,0.8227615943251158,0.4754784612059107,0.823710204449356
25,1000,150.0,6,2,0.032754311923918616,0.28113582881438987,0.03557281332301342,0.26910537973946,0.03674544645194249,0.2698606908320917,0.052142279845043195,0.23295054484841748,0.05604203871416493,0.22055344366549207,0.05537878478146341,0.22138297419098463
26,1000,150.0,6,3,0.013605243592292574,0.20631972202979845,0.01467541625111668,0.1938902482510558,0.014821141832905959,0.19451286787655228,0.012880661697096724,0.19006913597201858,0.012290223474015746,0.17759283343807328,0.012282789187637843,0.1782272453825881
27,1000,150.0,6,4,0.00975236947161117,0.19306071079642415,0.009669622104587444,0.17943434108041054,0.009834417101295206,0.17998574161678468,0.009367590588246441,0.18635142741951374,0.009167021548162882,0.1724958468925313,0.009237296198969661,0.173096170410545
