,Subsample size,Energy Weight,2Jmax,Train Precision,Error Precision,Sampling Method,Subsampled Energy RMSE,Subsampled Force RMSE,Training Energy RMSE,Training Force RMSE,Testing Energy RMSE,Testing Force RMSE
0,500,150,6,6,6,Random,0.006589260994697267,0.16241871315483541,0.01062110570588671,0.1749648735650947,0.01252528287218858,0.17908091615495808
1,500,150,6,6,6,Random,0.0064315121345048356,0.1631452181279698,0.011408270768545992,0.18264748317598709,0.011623500848297004,0.18577734264322707
2,500,150,6,6,6,Random,0.006443284600942439,0.16388482194611595,0.01132948164903247,0.20456018980615484,0.011473013844087972,0.2061077985364048
3,500,150,6,6,6,Random,0.006792678358636389,0.16287215374092892,0.011618913971336573,0.20317113320422933,0.011968323371557331,0.20359643522902726
4,500,150,6,6,6,Random,0.006655935668123413,0.16656668560962495,0.010669480406458631,0.1737739324965556,0.011418183337579256,0.17555697859996394
5,500,150,6,6,6,Random,0.006565113920456353,0.16469360548641085,0.010101814732223225,0.18418183945993333,0.009803279181535037,0.18589590281631532
6,500,150,6,6,6,Random,0.006645148196889014,0.16341499097859916,0.009661433991790784,0.1733079997033345,0.010346531495966944,0.17726762408018332
7,500,150,6,6,6,Random,0.0065867828783607455,0.15856753043293897,0.01367228471116302,0.2079639217159313,0.016209548590698425,0.2128820075935095
8,500,150,6,6,6,Random,0.006710351439695172,0.16530491786215382,0.008963510344213695,0.17248708206631252,0.00925668872511809,0.1762672577618094
9,500,150,6,6,6,Random,0.0065818435981762425,0.16535091310446975,0.009816427028485031,0.18875029507209257,0.0096850860999523,0.18929332351631212
10,500,150,6,6,6,Random,0.0063745532566722414,0.16173257342903147,0.012629086695320682,0.19847801474849322,0.013816017809770098,0.20196275559993623
11,500,150,6,6,6,Random,0.006198893476926901,0.16251968249379986,0.009084337633353,0.17088479213464425,0.009189465475019788,0.17299873590527964
12,500,150,6,6,6,Random,0.007089711270731901,0.1703411461646931,0.009470917494438876,0.17163444680377177,0.01062564836684643,0.17291702339951368
13,500,150,6,6,6,Random,0.006234417398917848,0.16491034383631548,0.00922925907654567,0.16992920498583197,0.009290174108717512,0.17151851625019698
14,500,150,6,6,6,Random,0.006678517691850069,0.16629310645027717,0.009277557268694944,0.16753052340659494,0.010017092166276378,0.16852480394037306
15,500,150,6,6,6,Random,0.0066837450645449515,0.1643842165159287,0.009487879556453556,0.1728321344075718,0.010318952874715806,0.1750215470877366
16,500,150,6,6,6,Random,0.006817808465303221,0.1648844100520311,0.009760808256520152,0.18484471271115216,0.010039826093045011,0.18859852254798168
17,500,150,6,6,6,Random,0.006333761424389027,0.16405963071097196,0.010486782841860377,0.1913889871159448,0.01126368302411368,0.1914127080304455
18,500,150,6,6,6,Random,0.006349491993984638,0.16296969467281577,0.009745198721299236,0.17981782980456362,0.009799601327732893,0.1797487714053264
19,500,150,6,6,6,Random,0.006433616034699981,0.16129676525308864,0.009889471789432665,0.18444194063595634,0.0105737464641201,0.19067777805865246
20,500,150,6,6,6,Random,0.0065854818352033655,0.16445523077219668,0.010550431781982183,0.1975562300798696,0.010282263194999046,0.19752734996380486
21,500,150,6,6,6,Random,0.006951683356898061,0.1662480536913422,0.009515415173494282,0.1739016861417259,0.009909055841938822,0.17641275104386836
22,500,150,6,6,6,Random,0.00667489933277962,0.16308347666425865,0.010853203926194028,0.19927433198819328,0.010781636807820674,0.20427867040310585
23,500,150,6,6,6,Random,0.006779531686154465,0.16439840819177426,0.022806283546025746,0.17708460025360415,0.027508222860660247,0.18074639619567684
24,500,150,6,6,6,Random,0.0066161189612193435,0.15878455807270225,0.02234761679956899,0.22709935733167944,0.027082472195355867,0.23086793377934356
25,500,150,6,6,6,Random,0.006594073228876369,0.16287375252045702,0.010948230986296686,0.2115194447903481,0.011541152084653788,0.2115726018907884
26,500,150,6,6,6,Random,0.006168072705270696,0.1618986201912721,0.009643297994018139,0.18207687708412507,0.00978657998614411,0.18560498328032224
27,500,150,6,6,6,Random,0.006999536377078946,0.16449401675553166,0.010308169033589979,0.17396095583153287,0.010630572501202895,0.17601410764535888
28,500,150,6,6,6,Random,0.006745416389888886,0.15994098264132636,0.010005913501228047,0.186902383736036,0.010867360376329002,0.19027328216688377
29,500,150,6,6,6,Random,0.007004090601397531,0.16663822612244855,0.008949191129343044,0.17010122539750336,0.009252337337342249,0.17287242688119916
30,500,150,6,6,6,Random,0.006425608409754139,0.16421855794525916,0.010078937333411694,0.16918313445995795,0.010689587631594373,0.17061017190191247
31,500,150,6,6,6,Random,0.006450751434542561,0.16201332989536746,0.010202299907871595,0.18999843747177106,0.010822275010553392,0.19189133872818076
32,500,150,6,6,6,Random,0.006842649067960783,0.167924508011948,0.00995892339775995,0.19226390152749853,0.010187953282593636,0.19414896300566734
33,500,150,6,6,6,Random,0.006427190558391471,0.16398365749986887,0.010237837237251307,0.18927952997957848,0.0108877199008664,0.19307645526068715
34,500,150,6,6,6,Random,0.006667762214205153,0.16438621096150555,0.010105990273808995,0.18774878936975276,0.010659388989920394,0.1871939414661347
35,500,150,6,6,6,Random,0.0063962988617084085,0.1615881692647581,0.01307510027306621,0.1942847796026675,0.014390368511532609,0.19567885294522092
36,500,150,6,6,6,Random,0.006800780259065148,0.16325338007189935,0.008996711036672822,0.17448654155810328,0.00942274198692485,0.17836423027080378
37,500,150,6,6,6,Random,0.006554081335647226,0.16048434183172114,0.020784195039006984,0.1748767638760946,0.02695404240072186,0.17788466771681727
38,500,150,6,6,6,Random,0.006689088090685463,0.16339656520747214,0.02213375799625017,0.19267609135556865,0.027269685260220437,0.1947783704937234
39,500,150,6,6,6,Random,0.007173555255960077,0.1697026098058924,0.010644269834009084,0.20944148642205018,0.010322723522594059,0.2087803746361868
40,500,150,6,6,6,Random,0.006604040408376827,0.1658653883377719,0.00957144967229846,0.1712864967876385,0.010903932633538933,0.1724177727536813
41,500,150,6,6,6,Random,0.006384517773962284,0.1599244569688731,0.02810957815337746,0.20099940585850573,0.035159784039575134,0.2029300409455374
42,500,150,6,6,6,Random,0.006847218475968114,0.16492372192744584,0.009250547185082654,0.17208322053271305,0.00934295732061778,0.17248033952188677
43,500,150,6,6,6,Random,0.006946650734853819,0.16982165665153873,0.0103341358205426,0.19827121966395708,0.010665514683747553,0.1997504316186859
44,500,150,6,6,6,Random,0.006980151462180517,0.1654122532311573,0.009953763762584753,0.1967265048222037,0.010409218078763527,0.19920665747933863
45,500,150,6,6,6,Random,0.006690798313039002,0.16656574830229245,0.009130269729083122,0.17069489448106479,0.008836775624964132,0.1709343538963352
