,Subsample size,Energy Weight,2Jmax,Train Precision,Subsampled Energy RMSE (train precision),Subsampled Force RMSE (train precision),Training Energy RMSE (train precision),Training Force RMSE (train precision),Testing Energy RMSE (train precision),Testing Force RMSE (train precision),Subsampled Energy RMSE (6th precision),Subsampled Force RMSE (6th precision),Training Energy RMSE (6th precision),Training Force RMSE (6th precision),Testing Energy RMSE (6th precision),Testing Force RMSE (6th precision)
0,200,5.0,6,1,0.17847735531764636,0.41541624753783674,0.1968087746736963,0.40988806015649015,0.19761534332174835,0.41083152396809763,0.49635308198211303,0.2822259225787709,0.49348067022873626,0.259100219512319,0.4925316869842889,0.2595341027772748
1,200,5.0,6,2,0.043878124067060764,0.22541666431716526,0.04192134301567945,0.22813720916262498,0.04300767674699297,0.22842950662435793,0.05435424477045297,0.17323380747177097,0.05807156802640357,0.1681515681676647,0.057306464954758954,0.16863838214461113
2,200,5.0,6,3,0.025091345296549605,0.18191631854915324,0.021966023040136114,0.1801205511181436,0.022506173616064478,0.18070830145237277,0.023854905780747646,0.1662466170112893,0.018845466916630287,0.16252928175138684,0.019048188948428184,0.16308366339015445
3,200,5.0,6,4,0.022736996042526804,0.17125349126244424,0.01876225097504344,0.16883825682304238,0.019142443731466032,0.16938097619608294,0.022619600913498024,0.1651578659767216,0.018426346518715893,0.16144404364158405,0.01867726467536379,0.1620094049575254
4,200,5.0,6,5,0.022930204677048458,0.16507392061928391,0.018535229974679598,0.16162844656290726,0.018863246889410226,0.16217696934624445,0.022915960500479584,0.16484339964945566,0.01855329105712079,0.16137699398623903,0.018887263265196012,0.16193862044208945
5,200,5.0,6,6,0.022775172506818212,0.16483557321985812,0.01850452574269761,0.1613535356764872,0.01882582082517402,0.1619121461588238,0.022775172506818212,0.16483557321985812,0.01850452574269761,0.1613535356764872,0.01882582082517402,0.1619121461588238
6,200,10.0,6,1,0.16959268781173983,0.41676100443929603,0.1950610207773875,0.41167693233760944,0.1955359629218165,0.4126495432249354,0.500118761550153,0.2830461249101229,0.49578154757221915,0.2604306553881275,0.49455734197837065,0.2607516108152804
7,200,10.0,6,2,0.04045757980180356,0.22562755096332326,0.04149788834755297,0.2283350734017661,0.042289708616104066,0.22863698257301976,0.05504774994472572,0.17334648035876674,0.05901332599942332,0.16837863745885037,0.05802891373636802,0.1688694728495088
8,200,10.0,6,3,0.021197966952809733,0.18208179047276843,0.020353935314177424,0.18024379052501743,0.020524252125297716,0.18084019588760247,0.02043023090340352,0.16641935106979225,0.017593610988507626,0.16268444696078374,0.01735417534482289,0.1632523906626907
9,200,10.0,6,4,0.018276933228365412,0.17143615091970693,0.016971390288119063,0.16896471846054292,0.016895223667324884,0.16951846565761552,0.018698795622602266,0.16532113439834667,0.01683237468835305,0.1615592054753527,0.016617242051439367,0.16213852740563153
