,Subsample size,Energy Weight,2Jmax,Train Precision,Subsampled Energy RMSE (train precision),Subsampled Force RMSE (train precision),Training Energy RMSE (train precision),Training Force RMSE (train precision),Testing Energy RMSE (train precision),Testing Force RMSE (train precision),Subsampled Energy RMSE (6th precision),Subsampled Force RMSE (6th precision),Training Energy RMSE (6th precision),Training Force RMSE (6th precision),Testing Energy RMSE (6th precision),Testing Force RMSE (6th precision)
0,500,5.0,6,1,0.17895451696656176,0.42796732718009023,0.19599494637404039,0.40684849003612356,0.19681327283449904,0.407661608027953,0.49221640169038033,0.2771919639249717,0.4918941898905513,0.25610095460241733,0.4911379302253926,0.25644582842316205
1,500,5.0,6,2,0.045003515991466694,0.23133229057330804,0.042264753448634895,0.22714850554773774,0.04333520221662773,0.22736618516625368,0.05433495729000055,0.17412473202100467,0.059586407714626095,0.16594809156082765,0.059019828843342136,0.1664268443256276
2,500,5.0,6,3,0.02601499133518313,0.18647462208079846,0.021501491518807724,0.17942249157334558,0.021885493381258832,0.17986279211506037,0.02399674225335402,0.16929265325434736,0.018467092431245984,0.1617354211680832,0.018492968882827015,0.16217734694973074
3,500,5.0,6,4,0.024174467418511012,0.17519409547138898,0.01824194807376177,0.16834081027366501,0.018477359459034857,0.16875833005558166,0.023794277481234923,0.1684389028648262,0.01833340704942533,0.16100249787135534,0.018441015791532882,0.16143574301573196
4,500,5.0,6,5,0.023726569006119625,0.16851838779912204,0.017677560102683114,0.16106330035240526,0.01788861641179559,0.16149565779546055,0.023743744794469272,0.16824332136722775,0.017746557891865154,0.16080948389105704,0.017961575673066738,0.16125348622422664
5,500,5.0,6,6,0.02373144028440197,0.16823956612803842,0.01768460371210836,0.16080077435917056,0.017896588572345003,0.1612443330477264,0.02373144028440197,0.16823956612803842,0.01768460371210836,0.16080077435917056,0.017896588572345003,0.1612443330477264
6,500,10.0,6,1,0.17403220340877526,0.4286610943540696,0.19387296235686396,0.40782761296547015,0.19449126813737155,0.40864372700513113,0.495479266425658,0.2772913522370958,0.49185602284458424,0.2565944795692962,0.4908619046383222,0.25690702216758826
7,500,10.0,6,2,0.04249957092366352,0.23148756363609344,0.040872866255147695,0.22731523334586204,0.04183239866184541,0.22754762362339728,0.05397910527954163,0.17434819515176245,0.05925549809769395,0.16620135631137564,0.05853194647832647,0.1666957265362353
8,500,10.0,6,3,0.022569857685652703,0.18662589212895964,0.01984654020933612,0.17959855087437387,0.01996031177631103,0.18005143558030662,0.02052092944879308,0.16948504378615428,0.01684719213726984,0.16194295653084875,0.016516027523383603,0.16239854600889062
9,500,10.0,6,4,0.020155257498330862,0.1753713521773317,0.016257071120163478,0.16853137530173914,0.016106558407368327,0.1689639673363041,0.019932009086288158,0.168610745626117,0.016441694711798904,0.16118351732098862,0.016158483622960972,0.16163323416025327
10,500,10.0,6,5,0.01963091334394047,0.16870253391922954,0.01567816817287681,0.16125429332610994,0.01547949913433085,0.1617021414225845,0.01963107428260349,0.1684292724413135,0.015725073041141218,0.1610009663344823,0.015531095301761279,0.16146014884406035
